question,answer,tokens_present,document
How is annual leave handled on termination or dismissal of a staff member?,"In case of termination of service by NTUC-ARU, any unconsumed annual leave may be compensated by payment of salary. However, if a staff member is summarily dismissed for misconduct, they will not be eligible for any salary payment for annual leave that is not yet consumed as at the day of dismissal.","['salary', 'payment', 'annual leave', 'dismissal', 'staff member']",HR_Policy.pdf
Can a staff member take all their annual leave due to them immediately before their retirement?,"Yes, a staff member who will be retiring from NTUC-ARU will be given permission to take all the annual leave due to them immediately before the date of retirement.",['Yes'],HR_Policy.pdf
What is the maximum number of days of medical leave that a staff member can take in a calendar year?,"A staff member can take up to an aggregate of 14 working days of paid Outpatient Medical Leave in each calendar year, and up to an aggregate of 60 days of Hospitalisation Leave in each calendar year, less any Outpatient Medical Leave taken during the year.","['14', '60']",HR_Policy.pdf
How is medical leave handled for staff members who did not complete probation and cease employment for whatever reason before confirmation?,"The number of days of Medical Leave that a staff member is entitled to will be pro-rated according to the length of completed service, as per Employment Act provisions.","['pro-rated', 'length', 'completed', 'service', 'Employment Act']",HR_Policy.pdf
What happens if a staff member is unable to report for work due to illness?,A staff member who is unable to report for work due to illness must inform their Reporting Officer immediately and submit a Medical Leave application via the e-Leave System immediately upon their return to work. The Medical Leave application must be supported by a Medical Certificate issued by a registered medical/TCM practitioner.,"['immediately', 'Medical Leave', 'Medical Certificate', 'registered medical/TCM practitioner']",HR_Policy.pdf
Is a staff member eligible for long-term illness leave?,"A confirmed staff member who is certified by a registered medical doctor to be suffering from long-term illnesses such as cancer, stroke, tuberculosis, and hepatitis, shall be entitled to long-term sick leave as follows: the first 6 months on full pay, the second 6 months on half pay, and the third 6 months on no pay.","['long-term', 'illness', 'leave']",HR_Policy.pdf
Can a staff member apply for no pay leave if they have exhausted all their annual leave?,"Yes, a confirmed staff member who has exhausted all their annual leave may apply for no pay leave. Approval is granted on a case-by-case basis.",['Yes'],HR_Policy.pdf
What happens if a staff member misconducts himself while on long-term illness leave?,"If a staff member misconducts himself while on long-term illness leave, he will forfeit the stated benefits.","['he', 'will', 'forfeit', 'the', 'stated', 'benefits']",HR_Policy.pdf
Can a confirmed staff member apply for no pay leave?,"Yes, a confirmed staff member who has exhausted all his annual leave may apply for no pay leave.",['Yes'],HR_Policy.pdf
How many days of no pay leave can a staff member take?,A staff member can take up to 30 calendar days of no pay leave.,"['up to', '30', 'calendar days']",HR_Policy.pdf
Will a staff member's weekends be treated as no pay leave if they take no pay leave for 30 calendar days or more?,"Yes, all weekends in that period will be treated as no pay leave.",['Yes'],HR_Policy.pdf
"Will a staff member's no pay leave affect their annual wage supplement, variable bonuses, performance bonus, and variable increment?","Yes, the period of no pay leave will be excluded from the computation for the award of annual wage supplement, variable bonuses, performance bonus, and variable increment.",['Yes'],HR_Policy.pdf
Can a staff member who has fallen ill apply for no pay leave?,"Yes, a staff member who has fallen ill under circumstances in which paragraph 7 is inapplicable and has exhausted all his annual and medical leave may apply for no pay leave.",['Yes'],HR_Policy.pdf
What happens if a staff member is not likely to recover from their illness after going through a medical review?,"If a staff member is not likely to recover from their illness after going through a medical review, NTUC-ARU will medically board them out of service.","['NTUC-ARU', 'medically board', 'out of service']",HR_Policy.pdf
How much compensation will a staff member receive if they are medically boarded out of service?,"A staff member who is medically boarded out of service will be paid a compensation of 1 month's gross salary for every year of service, subject to a maximum of 12 months' gross salary.","['1 month', '12 months']",HR_Policy.pdf
Can a staff member take marriage leave?,"Yes, a confirmed staff member shall be eligible for up to a maximum of 7 working days of marriage leave.",['Yes'],HR_Policy.pdf
Can a female staff member take maternity leave?,"Yes, a female staff member shall be eligible for 8 weeks of maternity leave in accordance with the Employment Act. If she also satisfies the eligibility criteria under the Child Development Co-Savings Act (CDCA), she will be eligible for an additional 8 weeks (making a total of 16 weeks maternity leave).",['Yes'],HR_Policy.pdf
